liberal_ordinary_votes, liberal_swing, state, liberal_percent, division_id, division_name, polling_place_id
619,2.2,"NSW",33.48,"251","Watson","1"
554,7.04,"NSW",49.2,"103","Banks","2"
463,11.71,"NSW",42.28,"103","Banks","3"
1644,4.35,"NSW",63.57,"103","Banks","4"
909,5.46,"NSW",49.65,"103","Banks","5"
1038,8.73,"NSW",46.76,"103","Banks","6"
915,4.56,"NSW",43.39,"103","Banks","7"
722,7.73,"NSW",44.9,"103","Banks","8"
1142,8.48,"NSW",53.77,"103","Banks","10"
392,11.03,"NSW",47.29,"103","Banks","11"
491,8.67,"NSW",50.31,"103","Banks","12"
806,6.33,"NSW",44.78,"103","Banks","13"
1343,6.03,"NSW",54.5,"103","Banks","14"
843,6.7,"NSW",46.76,"103","Banks","16"
984,3.59,"NSW",55.91,"103","Banks","17"
1206,5.68,"NSW",52.07,"103","Banks","18"
571,13.47,"NSW",54.02,"103","Banks","19"
981,5.98,"NSW",56.9,"103","Banks","22"
910,13.57,"NSW",47.72,"103","Banks","25"
1071,6.55,"NSW",49.56,"103","Banks","26"
307,11.41,"NSW",33.3,"103","Banks","27"
595,8.73,"NSW",47.45,"103","Banks","28"
603,4.58,"NSW",45.17,"103","Banks","31"
286,-2.53,"NSW",28.66,"104","Barton","32"
1238,6.77,"NSW",71.6,"112","Cook","33"
390,1.19,"NSW",28.51,"104","Barton","34"
741,-1.76,"NSW",39.12,"104","Barton","38"
471,3.9,"NSW",62.88,"112","Cook","40"
1296,8.2,"NSW",62.61,"112","Cook","41"
1209,5.8,"NSW",63.73,"103","Banks","42"
452,5.17,"NSW",50.9,"103","Banks","43"
926,1.12,"NSW",54.34,"103","Banks","45"
174,14.02,"NSW",51.33,"103","Banks","46"
229,-2.59,"NSW",32.71,"104","Barton","47"
662,8.03,"NSW",65.22,"112","Cook","49"
683,-0.93,"NSW",32.37,"104","Barton","50"
459,-3.21,"NSW",42.27,"104","Barton","51"
354,5.64,"NSW",51.98,"112","Cook","54"
814,9.66,"NSW",50.68,"103","Banks","55"
760,4.97,"NSW",45.02,"103","Banks","56"
1038,-0.17,"NSW",53.4,"103","Banks","58"
1249,1.18,"NSW",55.46,"103","Banks","59"
877,7.47,"NSW",43.83,"103","Banks","60"
1593,7.65,"NSW",53.46,"112","Cook","61"
332,-3.75,"NSW",27.46,"104","Barton","62"
473,-3.08,"NSW",31.0,"104","Barton","63"
582,5.2,"NSW",50.26,"103","Banks","65"
432,6.84,"NSW",46.91,"103","Banks","67"
1376,5.72,"NSW",60.43,"112","Cook","68"
1174,11.44,"NSW",56.25,"112","Cook","69"
966,-5.18,"NSW",43.09,"105","Bennelong","75"
733,-3.36,"NSW",51.22,"137","North Sydney","76"
363,-0.55,"NSW",41.39,"137","North Sydney","77"
765,-2.09,"NSW",50.2,"137","North Sydney","78"
782,5.19,"NSW",57.29,"105","Bennelong","79"
665,2.27,"NSW",52.28,"105","Bennelong","80"
819,-3.21,"NSW",45.86,"105","Bennelong","81"
842,-1.71,"NSW",47.73,"105","Bennelong","82"
879,-2.06,"NSW",47.85,"105","Bennelong","84"
622,-9.19,"NSW",53.57,"105","Bennelong","87"
724,-0.11,"NSW",47.38,"137","North Sydney","89"
1454,1.54,"NSW",66.97,"137","North Sydney","90"
768,4.07,"NSW",61.74,"137","North Sydney","91"
1223,2.48,"NSW",51.54,"105","Bennelong","92"
1126,-0.32,"NSW",47.25,"137","North Sydney","94"
560,6.74,"NSW",61.81,"137","North Sydney","95"
1046,0.31,"NSW",51.43,"137","North Sydney","96"
1019,2.25,"NSW",61.27,"137","North Sydney","97"
410,-4.65,"NSW",34.02,"105","Bennelong","98"
789,3.86,"NSW",48.55,"137","North Sydney","101"
1719,-0.96,"NSW",61.0,"105","Bennelong","102"
1319,-0.11,"NSW",52.3,"105","Bennelong","105"
1257,2.16,"NSW",52.31,"105","Bennelong","106"
722,-2.03,"NSW",50.31,"105","Bennelong","107"
512,1.67,"NSW",47.67,"108","Bradfield","115"
1193,-0.77,"NSW",46.55,"106","Berowra","117"
727,0.5,"NSW",47.02,"106","Berowra","118"
177,0.9,"NSW",37.98,"106","Berowra","120"
191,-2.73,"NSW",42.83,"106","Berowra","121"
361,-0.33,"NSW",42.27,"106","Berowra","123"
1005,-2.07,"NSW",49.14,"106","Berowra","124"
669,-2.18,"NSW",50.95,"108","Bradfield","125"
628,1.11,"NSW",49.1,"106","Berowra","126"
915,5.0,"NSW",49.89,"108","Bradfield","127"
340,-2.69,"NSW",44.21,"106","Berowra","128"
604,-0.59,"NSW",55.06,"108","Bradfield","129"
146,-0.66,"NSW",73.0,"108","Bradfield","130"
928,-5.83,"NSW",42.63,"106","Berowra","131"
602,-0.12,"NSW",48.74,"106","Berowra","132"
535,2.4,"NSW",55.79,"108","Bradfield","133"
474,-0.55,"NSW",46.93,"106","Berowra","134"
840,-1.12,"NSW",46.0,"106","Berowra","135"
1242,0.6,"NSW",48.59,"106","Berowra","136"
1567,-3.52,"NSW",65.35,"108","Bradfield","137"
229,-3.9,"NSW",61.89,"108","Bradfield","140"
1626,0.15,"NSW",63.49,"108","Bradfield","141"
1379,-2.19,"NSW",53.53,"108","Bradfield","142"
1175,-1.84,"NSW",65.35,"108","Bradfield","143"
1607,-0.54,"NSW",66.19,"108","Bradfield","144"
237,3.16,"NSW",55.12,"108","Bradfield","145"
1360,-1.65,"NSW",55.44,"108","Bradfield","147"
1566,-1.61,"NSW",51.73,"106","Berowra","148"
341,4.61,"NSW",24.36,"107","Blaxland","154"
169,4.53,"NSW",20.74,"107","Blaxland","155"
190,3.96,"NSW",20.17,"107","Blaxland","157"
279,10.24,"NSW",31.45,"251","Watson","158"
500,6.94,"NSW",29.31,"107","Blaxland","159"
387,5.13,"NSW",23.82,"107","Blaxland","160"
999,6.8,"NSW",40.23,"107","Blaxland","162"
352,6.55,"NSW",22.67,"119","Fowler","163"
425,6.72,"NSW",31.72,"251","Watson","165"
652,0.84,"NSW",29.38,"107","Blaxland","167"
433,6.47,"NSW",27.9,"107","Blaxland","168"
784,5.1,"NSW",38.34,"107","Blaxland","169"
556,2.53,"NSW",27.32,"251","Watson","170"
269,1.2,"NSW",23.35,"251","Watson","171"
298,1.86,"NSW",28.85,"119","Fowler","173"
978,2.24,"NSW",51.2,"107","Blaxland","174"
561,13.35,"NSW",32.24,"251","Watson","175"
628,5.49,"NSW",24.69,"251","Watson","176"
343,4.43,"NSW",24.41,"107","Blaxland","177"
156,-1.77,"NSW",16.61,"251","Watson","178"
294,-0.22,"NSW",18.51,"251","Watson","179"
232,4.91,"NSW",22.33,"107","Blaxland","180"
313,0.9,"NSW",23.71,"107","Blaxland","182"
1461,2.09,"NSW",60.17,"132","Mackellar","186"
1237,-3.53,"NSW",68.88,"108","Bradfield","188"
836,-0.1,"NSW",52.81,"132","Mackellar","189"
700,-10.1,"NSW",48.51,"151","Warringah","190"
358,-5.05,"NSW",50.07,"151","Warringah","191"
880,2.57,"NSW",54.52,"132","Mackellar","192"
1247,-3.09,"NSW",55.84,"108","Bradfield","194"
1055,-6.36,"NSW",53.15,"108","Bradfield","195"
896,-0.45,"NSW",57.81,"108","Bradfield","196"
1326,0.03,"NSW",61.82,"108","Bradfield","199"
766,-9.74,"NSW",45.6,"151","Warringah","200"
1147,-0.05,"NSW",61.27,"108","Bradfield","202"
1243,-3.83,"NSW",53.88,"108","Bradfield","203"
1276,-3.99,"NSW",57.27,"108","Bradfield","204"
1198,0.6,"NSW",56.43,"132","Mackellar","205"
813,-5.46,"NSW",60.54,"108","Bradfield","206"
1178,-1.54,"NSW",56.77,"108","Bradfield","207"
786,-5.12,"NSW",58.31,"108","Bradfield","208"
825,-6.94,"NSW",58.06,"108","Bradfield","210"
1196,-4.73,"NSW",65.36,"108","Bradfield","211"
649,-3.05,"NSW",65.23,"108","Bradfield","212"
976,-3.14,"NSW",65.64,"108","Bradfield","213"
1144,-4.19,"NSW",64.52,"108","Bradfield","214"
null,null,"NSW",null,"109","Calare","219"
null,null,"NSW",null,"109","Calare","220"
null,null,"NSW",null,"109","Calare","221"
null,null,"NSW",null,"109","Calare","223"
null,null,"NSW",null,"109","Calare","225"
null,null,"NSW",null,"109","Calare","227"
null,null,"NSW",null,"109","Calare","228"
null,null,"NSW",null,"109","Calare","229"
null,null,"NSW",null,"109","Calare","230"
null,null,"NSW",null,"109","Calare","231"
null,null,"NSW",null,"109","Calare","232"
null,null,"NSW",null,"109","Calare","235"
null,null,"NSW",null,"109","Calare","236"
null,null,"NSW",null,"109","Calare","237"
null,null,"NSW",null,"109","Calare","238"
null,null,"NSW",null,"109","Calare","241"
null,null,"NSW",null,"109","Calare","242"
null,null,"NSW",null,"139","Parkes","243"
null,null,"NSW",null,"109","Calare","244"
null,null,"NSW",null,"109","Calare","249"
null,null,"NSW",null,"109","Calare","250"
null,null,"NSW",null,"109","Calare","252"
null,null,"NSW",null,"109","Calare","253"
null,null,"NSW",null,"109","Calare","254"
null,null,"NSW",null,"109","Calare","255"
null,null,"NSW",null,"109","Calare","256"
null,null,"NSW",null,"109","Calare","258"
null,null,"NSW",null,"109","Calare","259"
null,null,"NSW",null,"109","Calare","260"
null,null,"NSW",null,"109","Calare","261"
null,null,"NSW",null,"109","Calare","262"
null,null,"NSW",null,"109","Calare","265"
null,null,"NSW",null,"109","Calare","266"
null,null,"NSW",null,"109","Calare","267"
null,null,"NSW",null,"109","Calare","269"
null,null,"NSW",null,"109","Calare","272"
null,null,"NSW",null,"109","Calare","273"
null,null,"NSW",null,"109","Calare","276"
null,null,"NSW",null,"109","Calare","277"
null,null,"NSW",null,"109","Calare","279"
null,null,"NSW",null,"109","Calare","280"
null,null,"NSW",null,"109","Calare","282"
null,null,"NSW",null,"109","Calare","283"
null,null,"NSW",null,"109","Calare","284"
null,null,"NSW",null,"109","Calare","286"
null,null,"NSW",null,"109","Calare","287"
null,null,"NSW",null,"109","Calare","288"
null,null,"NSW",null,"109","Calare","289"
null,null,"NSW",null,"109","Calare","290"
null,null,"NSW",null,"109","Calare","291"
null,null,"NSW",null,"109","Calare","294"
null,null,"NSW",null,"109","Calare","297"
null,null,"NSW",null,"109","Calare","299"
null,null,"NSW",null,"109","Calare","300"
null,null,"NSW",null,"109","Calare","306"
null,null,"NSW",null,"109","Calare","307"
null,null,"NSW",null,"109","Calare","309"
null,null,"NSW",null,"109","Calare","310"
null,null,"NSW",null,"109","Calare","311"
188,4.4,"NSW",19.36,"249","Paterson","322"
null,null,"NSW",null,"126","Hunter","323"
null,null,"NSW",null,"126","Hunter","324"
null,null,"NSW",null,"126","Hunter","326"
null,null,"NSW",null,"126","Hunter","327"
null,null,"NSW",null,"126","Hunter","331"
688,2.55,"NSW",31.62,"148","Shortland","333"
312,-5.92,"NSW",38.61,"136","Newcastle","335"
326,2.71,"NSW",28.98,"148","Shortland","336"
476,3.7,"NSW",29.49,"148","Shortland","337"
null,null,"NSW",null,"126","Hunter","339"
null,null,"NSW",null,"126","Hunter","340"
null,null,"NSW",null,"126","Hunter","341"
null,null,"NSW",null,"126","Hunter","342"
1220,-3.76,"NSW",46.09,"148","Shortland","344"
null,null,"NSW",null,"126","Hunter","346"
null,null,"NSW",null,"126","Hunter","347"
429,-3.24,"NSW",34.54,"148","Shortland","348"
null,null,"NSW",null,"126","Hunter","350"
null,null,"NSW",null,"126","Hunter","351"
null,null,"NSW",null,"126","Hunter","354"
348,1.45,"NSW",17.36,"249","Paterson","356"
229,4.19,"NSW",31.33,"136","Newcastle","361"
null,null,"NSW",null,"126","Hunter","362"
null,null,"NSW",null,"126","Hunter","363"
80,-1.11,"NSW",18.35,"249","Paterson","364"
null,null,"NSW",null,"126","Hunter","365"
708,2.79,"NSW",37.36,"148","Shortland","367"
null,null,"NSW",null,"126","Hunter","370"
null,null,"NSW",null,"126","Hunter","372"
null,null,"NSW",null,"126","Hunter","373"
1096,0.24,"NSW",48.15,"148","Shortland","374"
null,null,"NSW",null,"126","Hunter","375"
849,2.88,"NSW",40.7,"148","Shortland","376"
367,-1.42,"NSW",37.11,"148","Shortland","377"
208,4.34,"NSW",19.77,"249","Paterson","378"
null,null,"NSW",null,"126","Hunter","379"
1100,2.65,"NSW",35.39,"315","McMahon","383"
797,4.71,"NSW",33.91,"128","Lindsay","384"
287,6.39,"NSW",20.34,"111","Chifley","385"
222,2.22,"NSW",17.61,"111","Chifley","386"
67,-1.52,"NSW",22.56,"111","Chifley","388"
891,2.27,"NSW",37.88,"315","McMahon","390"
697,5.63,"NSW",37.82,"315","McMahon","391"
269,6.58,"NSW",22.09,"111","Chifley","392"
529,3.0,"NSW",26.77,"111","Chifley","393"
356,2.81,"NSW",20.69,"111","Chifley","397"
343,6.04,"NSW",62.82,"315","McMahon","398"
307,4.01,"NSW",20.16,"111","Chifley","399"
698,-1.42,"NSW",31.4,"315","McMahon","401"
168,0.07,"NSW",14.5,"111","Chifley","402"
316,2.46,"NSW",18.32,"111","Chifley","403"
410,3.42,"NSW",26.89,"111","Chifley","404"
603,4.88,"NSW",24.64,"111","Chifley","406"
480,7.07,"NSW",27.18,"111","Chifley","407"
503,2.59,"NSW",27.61,"111","Chifley","408"
517,3.71,"NSW",34.63,"315","McMahon","409"
393,4.95,"NSW",31.26,"128","Lindsay","410"
248,3.91,"NSW",21.57,"111","Chifley","411"
317,3.92,"NSW",22.2,"111","Chifley","412"
657,3.89,"NSW",30.52,"111","Chifley","413"
266,3.93,"NSW",18.95,"111","Chifley","414"
203,2.05,"NSW",22.73,"111","Chifley","415"
1950,2.06,"NSW",71.35,"112","Cook","417"
1809,2.23,"NSW",69.87,"112","Cook","418"
898,5.85,"NSW",62.49,"112","Cook","419"
1331,8.8,"NSW",62.58,"112","Cook","420"
1048,6.26,"NSW",65.99,"112","Cook","421"
1273,3.05,"NSW",66.34,"112","Cook","422"
1195,3.96,"NSW",62.93,"112","Cook","423"
1478,3.17,"NSW",64.85,"112","Cook","425"
659,-3.31,"NSW",50.73,"124","Hughes","427"
663,3.4,"NSW",62.49,"112","Cook","429"
1583,0.17,"NSW",61.43,"112","Cook","430"
958,0.41,"NSW",60.21,"124","Hughes","431"
742,-0.97,"NSW",55.0,"124","Hughes","432"
795,6.98,"NSW",62.9,"112","Cook","433"
1585,1.08,"NSW",73.58,"112","Cook","434"
1018,5.33,"NSW",56.87,"112","Cook","435"
589,4.3,"NSW",51.94,"112","Cook","436"
995,4.63,"NSW",62.58,"112","Cook","437"
1026,6.05,"NSW",71.95,"112","Cook","439"
1785,9.75,"NSW",68.68,"112","Cook","441"
859,9.48,"NSW",74.5,"112","Cook","443"
875,10.09,"NSW",68.25,"112","Cook","444"
1050,6.84,"NSW",68.23,"112","Cook","445"
1372,3.8,"NSW",60.12,"112","Cook","446"
1294,3.63,"NSW",68.28,"112","Cook","447"
null,null,"NSW",null,"130","Lyne","452"
null,null,"NSW",null,"113","Cowper","454"
null,null,"NSW",null,"113","Cowper","456"
null,null,"NSW",null,"113","Cowper","458"
null,null,"NSW",null,"113","Cowper","459"
null,null,"NSW",null,"113","Cowper","460"
null,null,"NSW",null,"113","Cowper","462"
null,null,"NSW",null,"113","Cowper","464"
null,null,"NSW",null,"113","Cowper","465"
null,null,"NSW",null,"113","Cowper","466"
null,null,"NSW",null,"130","Lyne","467"
null,null,"NSW",null,"113","Cowper","468"
null,null,"NSW",null,"113","Cowper","470"
null,null,"NSW",null,"113","Cowper","471"
null,null,"NSW",null,"113","Cowper","472"
null,null,"NSW",null,"113","Cowper","473"
null,null,"NSW",null,"113","Cowper","474"
null,null,"NSW",null,"113","Cowper","475"
null,null,"NSW",null,"113","Cowper","476"
null,null,"NSW",null,"113","Cowper","477"
null,null,"NSW",null,"130","Lyne","479"
null,null,"NSW",null,"138","Page","480"
null,null,"NSW",null,"113","Cowper","482"
null,null,"NSW",null,"113","Cowper","483"
null,null,"NSW",null,"113","Cowper","485"
null,null,"NSW",null,"113","Cowper","486"
null,null,"NSW",null,"130","Lyne","488"
null,null,"NSW",null,"113","Cowper","489"
null,null,"NSW",null,"113","Cowper","491"
null,null,"NSW",null,"113","Cowper","492"
null,null,"NSW",null,"113","Cowper","493"
null,null,"NSW",null,"113","Cowper","494"
null,null,"NSW",null,"113","Cowper","495"
null,null,"NSW",null,"113","Cowper","499"
null,null,"NSW",null,"113","Cowper","500"
null,null,"NSW",null,"113","Cowper","501"
null,null,"NSW",null,"113","Cowper","502"
null,null,"NSW",null,"113","Cowper","503"
null,null,"NSW",null,"113","Cowper","504"
null,null,"NSW",null,"130","Lyne","505"
null,null,"NSW",null,"113","Cowper","506"
null,null,"NSW",null,"113","Cowper","507"
null,null,"NSW",null,"113","Cowper","510"
null,null,"NSW",null,"113","Cowper","511"
null,null,"NSW",null,"113","Cowper","512"
null,null,"NSW",null,"113","Cowper","514"
null,null,"NSW",null,"113","Cowper","515"
null,null,"NSW",null,"113","Cowper","516"
null,null,"NSW",null,"113","Cowper","517"
null,null,"NSW",null,"113","Cowper","519"
null,null,"NSW",null,"113","Cowper","520"
null,null,"NSW",null,"113","Cowper","521"
null,null,"NSW",null,"113","Cowper","522"
null,null,"NSW",null,"113","Cowper","523"
null,null,"NSW",null,"130","Lyne","524"
null,null,"NSW",null,"130","Lyne","525"
null,null,"NSW",null,"113","Cowper","527"
null,null,"NSW",null,"150","Whitlam","535"
null,null,"NSW",null,"150","Whitlam","536"
null,null,"NSW",null,"150","Whitlam","537"
null,null,"NSW",null,"150","Whitlam","538"
342,0.7,"NSW",22.65,"114","Cunningham","539"
null,null,"NSW",null,"150","Whitlam","540"
null,null,"NSW",null,"150","Whitlam","541"
748,3.05,"NSW",33.05,"114","Cunningham","542"
496,1.14,"NSW",36.31,"114","Cunningham","543"
257,-0.64,"NSW",23.47,"114","Cunningham","544"
null,null,"NSW",null,"150","Whitlam","545"
595,-1.47,"NSW",29.81,"114","Cunningham","546"
null,null,"NSW",null,"150","Whitlam","549"
127,4.12,"NSW",18.01,"114","Cunningham","550"
549,0.64,"NSW",33.83,"114","Cunningham","551"
459,-1.11,"NSW",32.48,"114","Cunningham","553"
171,4.65,"NSW",32.45,"114","Cunningham","554"
470,-2.12,"NSW",28.01,"114","Cunningham","555"
261,4.32,"NSW",25.77,"114","Cunningham","556"
203,7.1,"NSW",19.44,"114","Cunningham","557"
null,null,"NSW",null,"150","Whitlam","559"
529,3.61,"NSW",29.75,"114","Cunningham","561"
162,3.78,"NSW",16.38,"114","Cunningham","562"
172,6.07,"NSW",17.37,"114","Cunningham","563"
null,null,"NSW",null,"150","Whitlam","564"
540,-1.61,"NSW",26.46,"114","Cunningham","565"
221,-0.66,"NSW",21.77,"114","Cunningham","566"
555,-3.96,"NSW",28.09,"114","Cunningham","568"
837,1.53,"NSW",43.46,"115","Dobell","573"
705,0.5,"NSW",42.14,"115","Dobell","574"
959,3.77,"NSW",41.3,"115","Dobell","576"
266,5.19,"NSW",45.01,"115","Dobell","577"
640,3.32,"NSW",28.82,"115","Dobell","578"
null,null,"NSW",null,"126","Hunter","579"
445,3.79,"NSW",33.87,"148","Shortland","581"
502,5.32,"NSW",38.32,"148","Shortland","582"
259,3.81,"NSW",32.09,"115","Dobell","583"
812,2.24,"NSW",38.25,"115","Dobell","585"
568,2.39,"NSW",55.41,"115","Dobell","587"
624,5.99,"NSW",32.62,"115","Dobell","589"
696,5.23,"NSW",42.52,"148","Shortland","590"
401,-2.49,"NSW",52.15,"115","Dobell","591"
255,-7.14,"NSW",44.19,"115","Dobell","592"
652,3.63,"NSW",32.5,"115","Dobell","593"
469,4.72,"NSW",40.92,"115","Dobell","594"
743,1.47,"NSW",33.7,"115","Dobell","595"
126,8.42,"NSW",62.69,"115","Dobell","596"
1014,3.22,"NSW",42.59,"148","Shortland","597"
810,2.75,"NSW",44.95,"115","Dobell","598"
382,3.34,"NSW",42.4,"115","Dobell","599"
381,6.9,"NSW",34.32,"148","Shortland","600"
384,3.92,"NSW",38.02,"115","Dobell","604"
318,-1.82,"NSW",40.82,"115","Dobell","605"
146,-2.77,"NSW",40.9,"115","Dobell","606"
742,4.02,"NSW",44.51,"115","Dobell","607"
357,-1.1,"NSW",23.67,"148","Shortland","608"
null,null,"NSW",null,"126","Hunter","609"
602,0.96,"NSW",36.37,"115","Dobell","611"
297,-2.36,"NSW",39.39,"115","Dobell","612"
333,3.93,"NSW",39.64,"115","Dobell","613"
711,3.26,"NSW",34.68,"115","Dobell","614"
361,-1.0,"NSW",35.39,"115","Dobell","615"
492,6.19,"NSW",35.73,"115","Dobell","616"
387,3.38,"NSW",46.51,"115","Dobell","617"
542,0.2,"NSW",56.81,"146","Robertson","618"
556,-0.36,"NSW",48.6,"115","Dobell","619"
961,2.91,"NSW",57.0,"146","Robertson","620"
239,0.88,"NSW",56.9,"115","Dobell","621"
918,2.44,"NSW",38.78,"115","Dobell","622"
null,null,"NSW",null,"126","Hunter","623"
384,7.06,"NSW",42.38,"115","Dobell","624"
113,-0.61,"NSW",51.36,"115","Dobell","625"
97,1.82,"NSW",42.92,"115","Dobell","628"
1342,0.87,"NSW",56.58,"106","Berowra","632"
547,-5.63,"NSW",48.75,"105","Bennelong","634"
842,3.09,"NSW",53.29,"140","Parramatta","635"
918,3.04,"NSW",49.78,"140","Parramatta","636"
601,-3.24,"NSW",50.72,"106","Berowra","637"
452,0.05,"NSW",48.19,"105","Bennelong","638"
1342,-1.44,"NSW",50.99,"105","Bennelong","639"
690,8.1,"NSW",43.95,"140","Parramatta","640"
444,7.26,"NSW",48.1,"140","Parramatta","641"
1053,-2.6,"NSW",49.09,"105","Bennelong","642"
531,0.19,"NSW",51.01,"105","Bennelong","643"
566,-4.83,"NSW",45.17,"105","Bennelong","645"
571,2.1,"NSW",50.62,"105","Bennelong","647"
489,-0.12,"NSW",42.63,"105","Bennelong","650"
596,0.82,"NSW",52.7,"134","Mitchell","651"
1302,6.83,"NSW",61.44,"140","Parramatta","652"
709,-4.48,"NSW",41.71,"105","Bennelong","655"
374,-1.52,"NSW",56.75,"105","Bennelong","657"
707,7.35,"NSW",42.62,"140","Parramatta","659"
1121,1.61,"NSW",45.68,"105","Bennelong","661"
110,-3.15,"NSW",49.77,"117","Eden-Monaro","666"
29,-22.88,"NSW",29.29,"117","Eden-Monaro","668"
287,-10.79,"NSW",32.8,"120","Gilmore","669"
369,-10.74,"NSW",31.11,"120","Gilmore","670"
87,-16.88,"NSW",20.96,"120","Gilmore","671"
434,4.05,"NSW",36.41,"117","Eden-Monaro","672"
313,-0.96,"NSW",34.06,"117","Eden-Monaro","673"
143,3.84,"NSW",41.81,"117","Eden-Monaro","675"
418,-2.61,"NSW",36.57,"117","Eden-Monaro","676"
191,-9.33,"NSW",38.05,"117","Eden-Monaro","677"
67,-0.13,"NSW",43.51,"117","Eden-Monaro","679"
151,-1.4,"NSW",36.65,"117","Eden-Monaro","680"
383,1.48,"NSW",46.03,"117","Eden-Monaro","681"
360,-12.19,"NSW",28.71,"117","Eden-Monaro","682"
75,-16.3,"NSW",32.33,"117","Eden-Monaro","683"
60,-1.69,"NSW",33.9,"117","Eden-Monaro","684"
720,-7.4,"NSW",33.91,"117","Eden-Monaro","685"
155,-9.37,"NSW",30.39,"120","Gilmore","686"
176,0.31,"NSW",33.33,"117","Eden-Monaro","687"
63,-9.46,"NSW",22.5,"117","Eden-Monaro","688"
57,-6.48,"NSW",24.15,"117","Eden-Monaro","690"
212,-2.3,"NSW",33.44,"117","Eden-Monaro","691"
346,-7.11,"NSW",36.23,"117","Eden-Monaro","692"
191,-9.17,"NSW",29.61,"117","Eden-Monaro","694"
58,-18.33,"NSW",45.67,"117","Eden-Monaro","696"
237,-1.29,"NSW",39.83,"117","Eden-Monaro","697"
77,-11.76,"NSW",37.56,"117","Eden-Monaro","698"
778,1.26,"NSW",48.59,"117","Eden-Monaro","699"
339,-10.65,"NSW",37.05,"117","Eden-Monaro","701"
28,-10.83,"NSW",18.42,"117","Eden-Monaro","702"
544,-2.68,"NSW",41.06,"117","Eden-Monaro","703"
128,-12.16,"NSW",36.06,"117","Eden-Monaro","704"
151,-29.5,"NSW",21.09,"120","Gilmore","705"
56,-22.21,"NSW",23.43,"120","Gilmore","706"
203,-18.02,"NSW",28.19,"120","Gilmore","707"
490,-14.12,"NSW",25.4,"120","Gilmore","708"
431,1.13,"NSW",39.58,"117","Eden-Monaro","710"
52,-21.56,"NSW",33.77,"120","Gilmore","711"
55,-10.72,"NSW",36.67,"117","Eden-Monaro","712"
521,-3.01,"NSW",39.92,"117","Eden-Monaro","714"
91,1.14,"NSW",27.74,"117","Eden-Monaro","716"
482,0.36,"NSW",29.73,"117","Eden-Monaro","717"
265,-5.25,"NSW",28.46,"117","Eden-Monaro","718"
526,-9.94,"NSW",29.29,"117","Eden-Monaro","719"
258,-7.46,"NSW",25.98,"117","Eden-Monaro","720"
289,-0.61,"NSW",29.02,"117","Eden-Monaro","722"
438,0.04,"NSW",28.5,"117","Eden-Monaro","723"
397,-3.85,"NSW",29.17,"117","Eden-Monaro","724"
50,-22.0,"NSW",34.25,"120","Gilmore","725"
374,-9.09,"NSW",33.54,"120","Gilmore","726"
16,-5.05,"NSW",12.31,"117","Eden-Monaro","727"
342,2.02,"NSW",33.53,"117","Eden-Monaro","728"
58,9.99,"NSW",32.95,"117","Eden-Monaro","730"
345,-13.37,"NSW",31.86,"120","Gilmore","731"
454,-15.11,"NSW",25.65,"120","Gilmore","732"
246,-9.68,"NSW",31.3,"117","Eden-Monaro","733"
178,1.24,"NSW",37.01,"117","Eden-Monaro","734"
67,-2.85,"NSW",22.56,"117","Eden-Monaro","735"
734,-11.15,"NSW",39.65,"118","Farrer","746"
314,-10.22,"NSW",43.98,"118","Farrer","747"
486,-6.59,"NSW",42.67,"118","Farrer","748"
608,-7.16,"NSW",39.07,"118","Farrer","751"
489,-8.27,"NSW",46.26,"118","Farrer","752"
378,-0.42,"NSW",65.97,"118","Farrer","755"
337,-20.94,"NSW",44.4,"118","Farrer","756"
329,-24.74,"NSW",41.7,"118","Farrer","757"
270,-32.72,"NSW",39.47,"118","Farrer","758"
55,-33.23,"NSW",35.26,"118","Farrer","759"
24,-55.34,"NSW",27.27,"118","Farrer","763"
520,-7.45,"NSW",60.05,"118","Farrer","764"
116,-11.1,"NSW",56.31,"118","Farrer","765"
null,null,"NSW",null,"250","Riverina","769"
488,-12.29,"NSW",47.29,"118","Farrer","773"
71,-9.6,"NSW",48.97,"118","Farrer","774"
283,-5.14,"NSW",58.71,"118","Farrer","775"
296,-9.32,"NSW",45.4,"118","Farrer","776"
250,-9.92,"NSW",61.12,"118","Farrer","778"
319,-25.11,"NSW",34.98,"118","Farrer","780"
140,-27.58,"NSW",38.25,"118","Farrer","782"
153,-28.16,"NSW",33.05,"118","Farrer","784"
153,-13.54,"NSW",60.24,"118","Farrer","785"
577,-21.41,"NSW",48.9,"118","Farrer","786"
156,-14.19,"NSW",54.55,"118","Farrer","788"
827,-9.55,"NSW",42.85,"118","Farrer","789"
345,-1.4,"NSW",58.28,"118","Farrer","792"
576,-11.85,"NSW",56.92,"118","Farrer","793"
666,-8.25,"NSW",52.77,"118","Farrer","794"
456,-5.47,"NSW",40.97,"118","Farrer","795"
243,-19.99,"NSW",48.8,"118","Farrer","797"
517,-3.49,"NSW",52.86,"118","Farrer","798"
20,7.47,"NSW",74.07,"117","Eden-Monaro","799"
90,5.04,"NSW",48.39,"117","Eden-Monaro","800"
84,-5.94,"NSW",54.9,"118","Farrer","801"
811,-6.67,"NSW",41.46,"118","Farrer","805"
534,-10.18,"NSW",37.93,"118","Farrer","806"
null,null,"NSW",null,"250","Riverina","807"
158,-14.81,"NSW",39.7,"118","Farrer","812"
698,-14.87,"NSW",53.45,"118","Farrer","815"
